-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,5,-1,-1,3,4,5,-1,-1,3,4,5,-1,-1,3,4,5,-1,-1,3,4,5,-1,-1,3,4,5,-1,-1,-1
14,15,-1,-1,13,14,15,-1,-1,13,14,15,-1,-1,13,14,15,-1,-1,13,14,15,-1,-1,13,14,15,-1,-1,-1
24,25,-1,-1,23,24,25,-1,-1,23,24,25,-1,-1,23,24,25,-1,-1,23,24,25,-1,-1,23,24,25,-1,-1,-1
34,35,-1,-1,33,34,35,-1,-1,33,34,35,-1,-1,33,34,35,-1,-1,33,34,35,-1,-1,33,34,35,-1,-1,-1
44,45,-1,-1,43,44,45,-1,-1,43,44,45,-1,-1,43,44,45,-1,-1,43,44,45,-1,-1,43,44,45,-1,-1,-1
54,55,-1,-1,53,54,55,-1,-1,53,54,55,-1,-1,53,54,55,-1,-1,53,54,55,-1,-1,53,54,55,-1,-1,-1
64,65,-1,-1,63,64,65,-1,-1,63,64,65,-1,-1,63,64,65,-1,-1,63,64,65,-1,-1,63,64,65,-1,-1,-1
74,75,-1,-1,73,74,75,-1,-1,73,74,75,-1,-1,73,74,75,-1,-1,73,74,75,-1,-1,73,74,75,-1,-1,-1
84,85,-1,-1,83,84,85,-1,-1,83,84,85,-1,-1,83,84,85,-1,-1,83,84,85,-1,-1,83,84,85,-1,-1,-1
94,95,-1,-1,93,94,95,-1,-1,93,94,95,-1,-1,93,94,95,-1,-1,93,94,95,-1,-1,93,94,95,-1,-1,-1
104,105,-1,-1,103,104,105,-1,-1,103,104,105,-1,-1,103,104,105,-1,-1,103,104,105,-1,-1,103,104,105,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
